HGNC ID	Approved symbol	Accession numbers	entrezid
HGNC:5	A1BG		1.0
HGNC:37133	A1BG-AS1	BC040926	503538.0
HGNC:24086	A1CF	AF271790	29974.0
HGNC:6	A1S9T		
HGNC:7	A2M	BX647329, X68728, M11313	2.0
HGNC:27057	A2M-AS1		144571.0
HGNC:23336	A2ML1	AK057908	144568.0
HGNC:41022	A2ML1-AS1		100874108.0
HGNC:41523	A2ML1-AS2		106478979.0
HGNC:8	A2MP1	M24415	3.0
HGNC:9	A2MR		
HGNC:10	A2MRAP		
HGNC:30005	A3GALT2		127550.0
HGNC:18149	A4GALT		53947.0
HGNC:17968	A4GNT	AF141315	51146.0
HGNC:1	A12M1		
HGNC:2	A12M2		
HGNC:3	A12M3		
HGNC:4	A12M4		
HGNC:11	AA		
HGNC:13666	AAAS	AJ289841	8086.0
HGNC:12	AABT		
HGNC:13	AAC1		
HGNC:14	AAC2		
HGNC:21298	AACS	AK022451	65985.0
HGNC:18226	AACSP1		729522.0
HGNC:13792	AACT		
HGNC:17	AADAC	L32179	13.0
HGNC:24427	AADACL2	BC065724	344752.0
HGNC:50301	AADACL2-AS1		101928142.0
HGNC:32037	AADACL3		126767.0
HGNC:32038	AADACL4		343066.0
HGNC:50305	AADACP1		201651.0
HGNC:17929	AADAT	AF097994	51166.0
HGNC:25662	AAGAB	AL136715	79719.0
HGNC:19679	AAK1	AB028971	22848.0
HGNC:30205	AAMDC	BC016854	28971.0
HGNC:18	AAMP	AB209790	14.0
HGNC:19	AANAT	U40347	15.0
HGNC:15886	AAR2		25980.0
HGNC:33842	AARD	AB181519, BC140924	441376.0
HGNC:20	AARS1	D32050	16.0
HGNC:49894	AARS1P1		106480683.0
HGNC:21022	AARS2	AB033096	57505.0
HGNC:28417	AARSD1	BC004172	80755.0
HGNC:54994	AARSD1P1		117981788.0
HGNC:23993	AASDH	AF516672	132949.0
HGNC:14235	AASDHPPT	AF302110	60496.0
HGNC:17366	AASS	AF229180	10157.0
HGNC:51526	AATBC		284837.0
HGNC:19235	AATF	AF083208	26574.0
HGNC:21	AATK	AB014541	9625.0
HGNC:22	AAVS1	S51329	17.0
HGNC:49667	ABALON	KC505631	103021294.0
HGNC:23	ABAT	L32961	18.0
HGNC:24	ABC1		
HGNC:25	ABC2		
HGNC:26	ABC3		
HGNC:28	ABC7		
HGNC:27	ABC50		
HGNC:29	ABCA1	AJ012376	19.0
HGNC:32	ABCA2	U18235	20.0
HGNC:33	ABCA3	U78735	21.0
HGNC:55707	ABCA3P1		342293.0
HGNC:34	ABCA4	U88667	24.0
HGNC:35	ABCA5	U66672	23461.0
HGNC:36	ABCA6	U66680	23460.0
HGNC:37	ABCA7	AF328787	10347.0
HGNC:38	ABCA8	AB020629	10351.0
HGNC:39	ABCA9	AF423307	10350.0
HGNC:39983	ABCA9-AS1		104355297.0
HGNC:30	ABCA10	AY247065	10349.0
HGNC:31	ABCA11P	AK024359	79963.0
HGNC:14637	ABCA12	AF418105	26154.0
HGNC:14638	ABCA13	AY204751	154664.0
HGNC:32972	ABCA17P	DQ266102	650655.0
HGNC:40	ABCB1	M14758	5243.0
HGNC:11563	ABCB2		
HGNC:11564	ABCB3		
HGNC:45	ABCB4	M23234	5244.0
HGNC:46	ABCB5	U66692	340273.0
HGNC:47	ABCB6	AF070598	10058.0
HGNC:48	ABCB7	AF038950	22.0
HGNC:49	ABCB8	AF047690	11194.0
HGNC:50	ABCB9	U66676	23457.0
HGNC:41	ABCB10	U18237	23456.0
HGNC:14114	ABCB10P1	AF218417	56476.0
HGNC:31128	ABCB10P2		
HGNC:31129	ABCB10P3		728248.0
HGNC:31130	ABCB10P4		100132289.0
HGNC:42	ABCB11	AF091582	8647.0
HGNC:51	ABCC1	L05628	4363.0
HGNC:53	ABCC2	U63970	1244.0
HGNC:54	ABCC3	Y17151	8714.0
HGNC:55	ABCC4	U66682	10257.0
HGNC:56	ABCC5	AF104942	10057.0
HGNC:40055	ABCC5-AS1		100873982.0
HGNC:57	ABCC6	AF076622	368.0
HGNC:33352	ABCC6P1	BC075833	653190.0
HGNC:33353	ABCC6P2		730013.0
HGNC:58	ABCC7		
HGNC:59	ABCC8	L78207	6833.0
HGNC:60	ABCC9	AF061323	10060.0
HGNC:52	ABCC10	U66684	89845.0
HGNC:14639	ABCC11	AF367202	85320.0
HGNC:14640	ABCC12	AY040220	94160.0
HGNC:16022	ABCC13	AF418600	150000.0
HGNC:61	ABCD1	Z21876	215.0
HGNC:62	ABCD1P1	U90290	23785.0
HGNC:63	ABCD1P2	U90288	26983.0
HGNC:64	ABCD1P3	U90289	26982.0
HGNC:65	ABCD1P4	U90291	26957.0
HGNC:42662	ABCD1P5		642762.0
HGNC:66	ABCD2	U28150	225.0
HGNC:67	ABCD3	M81182	5825.0
HGNC:68	ABCD4	AF009746	5826.0
HGNC:69	ABCE1	X74987	6059.0
HGNC:70	ABCF1	AF027302	23.0
HGNC:53628	ABCF1-DT		107986587.0
HGNC:71	ABCF2	AJ005016	10061.0
HGNC:54751	ABCF2-H2BK1		114483834.0
HGNC:48841	ABCF2P1		344653.0
HGNC:48842	ABCF2P2		100422059.0
HGNC:72	ABCF3	U66685	55324.0
HGNC:73	ABCG1	U34919	9619.0
HGNC:74	ABCG2	AF103796	9429.0
HGNC:13884	ABCG4	AJ300465	64137.0
HGNC:13886	ABCG5	T93792	64240.0
HGNC:13887	ABCG8	AF320294	64241.0
HGNC:75	ABCR		
HGNC:17553	ABHD1	AK093447	84696.0
HGNC:18717	ABHD2	X12433	11057.0
HGNC:18718	ABHD3	AK024880	171586.0
HGNC:20154	ABHD4	AK022878	63874.0
HGNC:21396	ABHD5	AF007132	51099.0
HGNC:21398	ABHD6	AF225418	57406.0
HGNC:23759	ABHD8	AK021805	79575.0
HGNC:25656	ABHD10	AL713726	55347.0
HGNC:16407	ABHD11	AF217971	83451.0
HGNC:18289	ABHD11-AS1	BU595969	171022.0
HGNC:40012	ABHD11-AS2		
HGNC:15868	ABHD12	AL117442	26090.0
HGNC:19837	ABHD12B	BG698443	145447.0
HGNC:20293	ABHD13	AK027812	84945.0
HGNC:24538	ABHD14A	AY358201	25864.0
HGNC:38856	ABHD14A-ACY1		100526760.0
HGNC:28235	ABHD14B	AK075112	84836.0
HGNC:26971	ABHD15	AK056717	116236.0
HGNC:49685	ABHD15-AS1	CN275323	104355133.0
HGNC:13921	ABHD16A	AF129756	7920.0
HGNC:16128	ABHD16B		140701.0
HGNC:28756	ABHD17A	BC020512	81926.0
HGNC:28394	ABHD17AP1		728917.0
HGNC:33538	ABHD17AP2		
HGNC:34041	ABHD17AP3		648359.0
HGNC:34042	ABHD17AP4		729495.0
HGNC:34043	ABHD17AP5		91219.0
HGNC:34044	ABHD17AP6		644988.0
HGNC:38508	ABHD17AP7		100133212.0
HGNC:38509	ABHD17AP8		647144.0
HGNC:38510	ABHD17AP9		100132251.0
HGNC:24278	ABHD17B	AF151825	51104.0
HGNC:26925	ABHD17C		58489.0
HGNC:26111	ABHD18	AK024759	80167.0
HGNC:11320	ABI1	U87166	10006.0
HGNC:20035	ABI1P1		326268.0
HGNC:24011	ABI2	AF260261	10152.0
HGNC:29859	ABI3	AB037886	51225.0
HGNC:17265	ABI3BP	AB056106	25890.0
HGNC:1364	ABITRAM	BC015795	54942.0
HGNC:39851	ABITRAMP1		390403.0
HGNC:76	ABL1	M14752	25.0
HGNC:77	ABL2	M14904	27.0
HGNC:78	ABLIM1	AF005654	3983.0
HGNC:19195	ABLIM2	AB058711	84448.0
HGNC:29132	ABLIM3	AB020650	22885.0
HGNC:79	ABO	AF134415	28.0
HGNC:81	ABR	L19704	29.0
HGNC:55674	ABR-AS1		105371479.0
HGNC:30655	ABRA	AF503617	137735.0
HGNC:21230	ABRACL	BC014953	58527.0
HGNC:25829	ABRAXAS1	AK023676	84142.0
HGNC:28975	ABRAXAS2	D63877	23172.0
HGNC:17369	ABT1	AB027258	29777.0
HGNC:39557	ABT1P1		100420695.0
HGNC:18275	ABTB1	AB053324	80325.0
HGNC:23842	ABTB2	AK056863	25841.0
HGNC:23844	ABTB3	AK091276	121551.0
HGNC:82	ACAA1	X14813	30.0
HGNC:83	ACAA2	D16294	10449.0
HGNC:55880	ACAA2P1		100420869.0
HGNC:84	ACACA	U19822	31.0
HGNC:85	ACACB	U89344	32.0
HGNC:86	ACAD		
HGNC:87	ACAD8	AF126245	27034.0
HGNC:21497	ACAD9	AF078854	28976.0
HGNC:56086	ACAD9-DT		123706524.0
HGNC:21597	ACAD10	AY323912	80724.0
HGNC:30211	ACAD11	BC019607	84129.0
HGNC:88	ACADL	M74096	33.0
HGNC:89	ACADM	M16827	34.0
HGNC:90	ACADS	M26393	35.0
HGNC:91	ACADSB	U12778	36.0
HGNC:92	ACADVL	BC012912	37.0
HGNC:319	ACAN	M55172	176.0
HGNC:16467	ACAP1	D30758	9744.0
HGNC:16469	ACAP2		23527.0
HGNC:41426	ACAP2-IT1		100874306.0
HGNC:16754	ACAP3	AF411981	116983.0
HGNC:93	ACAT1	D90228	38.0
HGNC:94	ACAT2	AF356877	39.0
HGNC:15453	ACBD3	AB043587	64746.0
HGNC:40701	ACBD3-AS1	AW511419	107985353.0
HGNC:23337	ACBD4	BC029164	79777.0
HGNC:23338	ACBD5	AF505653	91452.0
HGNC:23339	ACBD6	BC006505	84320.0
HGNC:17715	ACBD7	AK095538	414149.0
HGNC:96	ACBP		
HGNC:97	ACC		
HGNC:98	ACCN		
HGNC:14594	ACCPN		
HGNC:23989	ACCS	AY026508	84680.0
HGNC:34391	ACCSL		390110.0
HGNC:25070	ACD	AF070535	65057.0
HGNC:2707	ACE	J04144	1636.0
HGNC:13557	ACE2	AF291820	59272.0
HGNC:44365	ACE3P		100129123.0
HGNC:18356	ACER1	AF347024	125981.0
HGNC:23675	ACER2	AK123581	340485.0
HGNC:54674	ACER2P1		645978.0
HGNC:16066	ACER3	AF214454	55331.0
HGNC:106	ACH		
HGNC:107	ACHAP		
HGNC:108	ACHE		43.0
HGNC:109	ACHM1		
HGNC:110	ACHM2		
HGNC:111	ACHM3		
HGNC:112	ACHRD		
HGNC:113	ACHRG		
HGNC:17066	ACIN1	AB014570	22985.0
HGNC:4035	ACKR1	U01839	2532.0
HGNC:1565	ACKR2	U94888	1238.0
HGNC:23692	ACKR3	BC008459	57007.0
HGNC:1611	ACKR4	AF110640	51554.0
HGNC:21142	ACKR4P1		285737.0
HGNC:114	ACLS		
HGNC:115	ACLY	X64330	47.0
HGNC:116	ACMG		
HGNC:19288	ACMSD	AB071418	130013.0
HGNC:34504	ACNATP		347275.0
HGNC:117	ACO1	M58510	48.0
HGNC:118	ACO2	AH006514	50.0
HGNC:33904	ACOD1		730249.0
HGNC:33128	ACOT1	DQ082754	641371.0
HGNC:18431	ACOT2	AY005822, AK001939	10965.0
HGNC:19748	ACOT4	BC031799	122970.0
HGNC:33159	ACOT6	DQ082756, BF109853	641372.0
HGNC:24157	ACOT7	AB074417	11332.0
HGNC:15919	ACOT8	AF014404	10005.0
HGNC:17152	ACOT9	AF132950	23597.0
HGNC:18156	ACOT11	AB014607	26027.0
HGNC:24436	ACOT12	AB078619	134526.0
HGNC:20999	ACOT13	AF220186	55856.0
HGNC:119	ACOX1	U03254	51.0
HGNC:120	ACOX2	X95190	8309.0
HGNC:121	ACOX3	Y11411	8310.0
HGNC:25621	ACOXL		55289.0
HGNC:41112	ACOXL-AS1		400997.0
HGNC:122	ACP1	M87546	52.0
HGNC:123	ACP2	X15525	53.0
HGNC:125	ACP3		55.0
HGNC:14376	ACP4	AF321918	93650.0
HGNC:124	ACP5	X14618	54.0
HGNC:29609	ACP6	BC009965	51205.0
HGNC:33781	ACP7		390928.0
HGNC:126	ACR	CR456366	49.0
HGNC:17195	ACRBP	AB051833	84519.0
HGNC:54745	ACRP1		645529.0
HGNC:127	ACRV1	AK223335	56.0
HGNC:128	ACS3		
HGNC:29567	ACSBG1	AB014531	23205.0
HGNC:24174	ACSBG2		81616.0
HGNC:26101	ACSF2	AK024573, BC012053	80221.0
HGNC:27288	ACSF3	AK075499	197322.0
HGNC:3569	ACSL1	BC026290	2180.0
HGNC:3570	ACSL3	D89053	2181.0
HGNC:40227	ACSL3-AS1	DB074600	105373904.0
HGNC:3571	ACSL4	BC034959	2182.0
HGNC:16526	ACSL5	AB033899	51703.0
HGNC:16496	ACSL6	AB020644	23305.0
HGNC:40772	ACSL6-AS1		101927693.0
HGNC:18049	ACSM1	AB059429	116285.0
HGNC:32017	ACSM2A	AK091878, AK096039	123876.0
HGNC:30931	ACSM2B	AY160217	348158.0
HGNC:10522	ACSM3	D16350	6296.0
HGNC:32016	ACSM4		341392.0
HGNC:26060	ACSM5		54988.0
HGNC:51295	ACSM5P1		100421779.0
HGNC:31665	ACSM6		142827.0
HGNC:16091	ACSS1		84532.0
HGNC:15814	ACSS2	AF263614	55902.0
HGNC:24723	ACSS3		79611.0
HGNC:129	ACTA1	J00068	58.0
HGNC:130	ACTA2	X13839	59.0
HGNC:45169	ACTA2-AS1	AK093340, AX748062	100132116.0
HGNC:131	ACTA3		
HGNC:132	ACTB	M28424	60.0
HGNC:17780	ACTBL2		345651.0
HGNC:134	ACTBP1		643309.0
HGNC:135	ACTBP2		62.0
HGNC:136	ACTBP3		63.0
HGNC:137	ACTBP4		64.0
HGNC:138	ACTBP5		
HGNC:139	ACTBP6		66.0
HGNC:140	ACTBP7	V00479	67.0
HGNC:141	ACTBP8	V00481	68.0
HGNC:142	ACTBP9	D50604	69.0
HGNC:31819	ACTBP10		446207.0
HGNC:33971	ACTBP11		644220.0
HGNC:150	ACTBP12		100462767.0
HGNC:45086	ACTBP14		389976.0
HGNC:55065	ACTBP15		391334.0
HGNC:143	ACTC1	BC009978	70.0
HGNC:51491	ACTE1P		399923.0
HGNC:144	ACTG1		71.0
HGNC:146	ACTG1P1	D50658	73.0
HGNC:147	ACTG1P2		74.0
HGNC:148	ACTG1P3	AF196978	75.0
HGNC:149	ACTG1P4		648740.0
HGNC:151	ACTG1P6		78.0
HGNC:152	ACTG1P7		79.0
HGNC:153	ACTG1P8		80.0
HGNC:154	ACTG1P9	D50659	82.0
HGNC:155	ACTG1P10	AL139396	83.0
HGNC:37651	ACTG1P11		414754.0
HGNC:44496	ACTG1P12		100418921.0
HGNC:49058	ACTG1P13		100418920.0
HGNC:49751	ACTG1P14		100418910.0
HGNC:51495	ACTG1P15		100418951.0
HGNC:51496	ACTG1P16		100418960.0
HGNC:51497	ACTG1P17		283693.0
HGNC:51498	ACTG1P18		100418924.0
HGNC:51499	ACTG1P19		644160.0
HGNC:51500	ACTG1P20		644961.0
HGNC:51501	ACTG1P21		100131291.0
HGNC:51502	ACTG1P22		100131953.0
HGNC:51503	ACTG1P23		442097.0
HGNC:49661	ACTG1P24		441783.0
HGNC:54872	ACTG1P25		148709.0
HGNC:145	ACTG2		72.0
HGNC:156	ACTL2		
HGNC:157	ACTL3		
HGNC:158	ACTL4		
HGNC:159	ACTL5		
HGNC:24124	ACTL6A	AK098691	86.0
HGNC:160	ACTL6B	AB015906	51412.0
HGNC:161	ACTL7A	BC014610	10881.0
HGNC:162	ACTL7B	BC033789	10880.0
HGNC:24018	ACTL8	AK057339	81569.0
HGNC:28494	ACTL9		284382.0
HGNC:16127	ACTL10	AL121906	170487.0
HGNC:44626	ACTL11P		389120.0
HGNC:163	ACTN1	M95178	87.0
HGNC:20131	ACTN1-DT	DB029126, AI147349	161159.0
HGNC:164	ACTN2	BC047901	88.0
HGNC:165	ACTN3	M86407	89.0
HGNC:166	ACTN4	D89980	81.0
HGNC:44028	ACTN4P1		344978.0
HGNC:44032	ACTN4P2		391026.0
HGNC:51621	ACTP1		106480335.0
HGNC:167	ACTR1A	X82206	10121.0
HGNC:54703	ACTR1AP1		100287074.0
HGNC:168	ACTR1B	X82207	10120.0
HGNC:169	ACTR2	AF006082	10097.0
HGNC:170	ACTR3	AF006083	10096.0
HGNC:53965	ACTR3-AS1		101060091.0
HGNC:17256	ACTR3B		57180.0
HGNC:37724	ACTR3BP1		643050.0
HGNC:38677	ACTR3BP2		440888.0
HGNC:38678	ACTR3BP3		647156.0
HGNC:38681	ACTR3BP4		777774.0
HGNC:38682	ACTR3BP5		399746.0
HGNC:38683	ACTR3BP6		644773.0
HGNC:54971	ACTR3BP7		100289004.0
HGNC:37282	ACTR3C		653857.0
HGNC:31820	ACTR3P1		100288580.0
HGNC:38676	ACTR3P2		100129013.0
HGNC:38679	ACTR3P3		100128020.0
HGNC:14671	ACTR5	AK022847	79913.0
HGNC:24025	ACTR6	AF212251	64431.0
HGNC:44210	ACTR6P1		100421495.0
HGNC:14672	ACTR8		93973.0
HGNC:17372	ACTR10	AF220190	55860.0
HGNC:24027	ACTRT1	AF440739	139741.0
HGNC:55127	ACTRT1P1		100128268.0
HGNC:24026	ACTRT2	AF440740, AB057364	140625.0
HGNC:24022	ACTRT3	AK055346	84517.0
HGNC:171	ACVR1		90.0
HGNC:172	ACVR1B		91.0
HGNC:18123	ACVR1C	BC022530	130399.0
HGNC:173	ACVR2A		92.0
HGNC:174	ACVR2B	X77533	93.0
HGNC:44161	ACVR2B-AS1	AK025619	100128640.0
HGNC:175	ACVRL1	L17075	94.0
HGNC:176	ACVRLK2		
HGNC:177	ACY1	L07548	95.0
HGNC:178	ACY1L		
HGNC:24104	ACY3	BC008689	91703.0
HGNC:179	ACYP1	X84194	97.0
HGNC:180	ACYP2	X84195	98.0
HGNC:181	AD1		
HGNC:182	AD2		
HGNC:183	AD3		
HGNC:184	AD4		
HGNC:185	AD5		
HGNC:186	ADA	X02994	100.0
HGNC:1839	ADA2	AF190746	51816.0
HGNC:30713	ADAD1	AK057303	132612.0
HGNC:44550	ADAD1P1		100422386.0
HGNC:44552	ADAD1P2		100422407.0
HGNC:30714	ADAD2	AF447586	161931.0
HGNC:31853	ADAL		161823.0
HGNC:187	ADAM1A	Y09232	8759.0
HGNC:44366	ADAM1B		100420505.0
HGNC:198	ADAM2	U52370	2515.0
HGNC:209	ADAM3A	X89657	1587.0
HGNC:210	ADAM3B	Y10615	1596.0
HGNC:212	ADAM5	BC047448	255926.0
HGNC:213	ADAM6	AI024595	8755.0
HGNC:214	ADAM7	AF090327	8756.0
HGNC:56152	ADAM7-AS1		101929294.0
HGNC:56153	ADAM7-AS2		101929315.0
HGNC:215	ADAM8	D26579	101.0
HGNC:216	ADAM9	U41766	8754.0
HGNC:188	ADAM10	AF009615	102.0
HGNC:189	ADAM11	D17390	4185.0
HGNC:190	ADAM12	AF023476	8038.0
HGNC:43841	ADAM12-OT1		
HGNC:193	ADAM15	U46005	8751.0
HGNC:195	ADAM17	U69611	6868.0
HGNC:196	ADAM18	AJ133004	8749.0
HGNC:197	ADAM19	AF311317	8728.0
HGNC:199	ADAM20	AF029899	8748.0
HGNC:20102	ADAM20P1	BC047939	317760.0
HGNC:43901	ADAM20P2		100533671.0
HGNC:43902	ADAM20P3		644325.0
HGNC:200	ADAM21	AF029900	8747.0
HGNC:19822	ADAM21P1		145241.0
HGNC:201	ADAM22	AB009671	53616.0
HGNC:202	ADAM23	AB009672	8745.0
HGNC:203	ADAM24P		646479.0
HGNC:206	ADAM28	AJ242015	10863.0
HGNC:207	ADAM29	AF171929	11086.0
HGNC:208	ADAM30	AF171932	11085.0
HGNC:15479	ADAM32	BC026085	203102.0
HGNC:15478	ADAM33	AL117415, AB055891	80332.0
HGNC:16299	ADAMDEC1	Y13323	27299.0
HGNC:217	ADAMTS1	AF060152	9510.0
HGNC:218	ADAMTS2	AJ003125	9509.0
HGNC:219	ADAMTS3	AB002364	9508.0
HGNC:220	ADAMTS4	AB014588	9507.0
HGNC:221	ADAMTS5	AF142099	11096.0
HGNC:222	ADAMTS6	AF140674	11174.0
HGNC:223	ADAMTS7	AF140675	11173.0
HGNC:49407	ADAMTS7P1		390660.0
HGNC:49408	ADAMTS7P2		
HGNC:49409	ADAMTS7P3		400406.0
HGNC:49410	ADAMTS7P4		642935.0
HGNC:224	ADAMTS8	AF060153	11095.0
HGNC:13202	ADAMTS9	AF261918	56999.0
HGNC:40625	ADAMTS9-AS1		101929335.0
HGNC:42435	ADAMTS9-AS2		100507098.0
HGNC:13201	ADAMTS10	AF163762	81794.0
HGNC:14605	ADAMTS12	AJ250725	81792.0
HGNC:1366	ADAMTS13	AJ011374	11093.0
HGNC:14899	ADAMTS14	AF358666	140766.0
HGNC:16305	ADAMTS15	AJ315733	170689.0
HGNC:17108	ADAMTS16	AJ315734	170690.0
HGNC:55548	ADAMTS16-DT		101929176.0
HGNC:17109	ADAMTS17	AJ315735	170691.0
HGNC:17110	ADAMTS18	AJ311903	170692.0
HGNC:17111	ADAMTS19	AJ311904	171019.0
HGNC:40797	ADAMTS19-AS1	DA728271	103689846.0
HGNC:17178	ADAMTS20	AF488804	80070.0
HGNC:16662	ADAMTS21		
HGNC:14632	ADAMTSL1	AF176313	92949.0
HGNC:14631	ADAMTSL2	AB011177	9719.0
HGNC:14633	ADAMTSL3	AF237652	57188.0
HGNC:19706	ADAMTSL4	BC027478	54507.0
HGNC:32041	ADAMTSL4-AS1	AK127688	574406.0
HGNC:40895	ADAMTSL4-AS2		100289061.0
HGNC:27912	ADAMTSL5	BC040620	339366.0
HGNC:16486	ADAP1	AJ006422	11033.0
HGNC:16487	ADAP2	AJ238994	55803.0
HGNC:225	ADAR	BC038227	103.0
HGNC:226	ADARB1	U76420	104.0
HGNC:227	ADARB2	AF034837	105.0
HGNC:23299	ADARB2-AS1		642394.0
HGNC:228	ADAT1	AF125188	23536.0
HGNC:21172	ADAT2	BC037955	134637.0
HGNC:25151	ADAT3	BC011824	113179.0
HGNC:19038	ADCK1	AK096919	57143.0
HGNC:19039	ADCK2	AF131745	90956.0
HGNC:21738	ADCK5	BC032402	203054.0
HGNC:229	ADCP1		106.0
HGNC:230	ADCP2		
HGNC:231	ADCR		
HGNC:232	ADCY1	L05500	107.0
HGNC:233	ADCY2	AB028983	108.0
HGNC:234	ADCY3	AF033861	109.0
HGNC:235	ADCY4	AF497516	196883.0
HGNC:236	ADCY5	U65473	111.0
HGNC:237	ADCY6		112.0
HGNC:53332	ADCY6-DT		100506125.0
HGNC:238	ADCY7	D25538	113.0
HGNC:239	ADCY8	Z35309	114.0
HGNC:240	ADCY9	AF036927	115.0
HGNC:21285	ADCY10	AF271058	55811.0
HGNC:44143	ADCY10P1		221442.0
HGNC:241	ADCYAP1	S83513	116.0
HGNC:242	ADCYAP1R1		117.0
HGNC:243	ADD1	L07261	118.0
HGNC:244	ADD2	X58199	119.0
HGNC:245	ADD3	U37122	120.0
HGNC:48682	ADD3-AS1		100505933.0
HGNC:246	ADDL		
HGNC:247	ADFN		
HGNC:21212	ADGB	AK026774	79747.0
HGNC:55654	ADGB-DT		101928661.0
HGNC:13838	ADGRA1	AB058731	84435.0
HGNC:49543	ADGRA1-AS1		100128127.0
HGNC:17849	ADGRA2	AB040964	25960.0
HGNC:13839	ADGRA3	AK095866	166647.0
HGNC:55918	ADGRA3P1		100996333.0
HGNC:943	ADGRB1	AB005297	575.0
HGNC:944	ADGRB2	AB005298	576.0
HGNC:945	ADGRB3	AB005299	577.0
HGNC:55774	ADGRB3-DT		101928307.0
HGNC:19893	ADGRD1	AY278561	283383.0
HGNC:53314	ADGRD1-AS1		105755954.0
HGNC:18651	ADGRD2	AY278562	347088.0
HGNC:3336	ADGRE1	X81479	2015.0
HGNC:3337	ADGRE2	AF114491	30817.0
HGNC:23647	ADGRE3	AF239764	84658.0
HGNC:19240	ADGRE4P	AY181245	326342.0
HGNC:1711	ADGRE5		976.0
HGNC:18990	ADGRF1	AB083618	266977.0
HGNC:18991	ADGRF2	AB065684	222611.0
HGNC:18989	ADGRF3	AB083619	165082.0
HGNC:19011	ADGRF4	AK095395	221393.0
HGNC:19030	ADGRF5	AB018301	221395.0
HGNC:40864	ADGRF5-AS1		101926962.0
HGNC:32922	ADGRF5P1		389740.0
HGNC:32921	ADGRF5P2		441416.0
HGNC:4512	ADGRG1	AJ011001	9289.0
HGNC:4516	ADGRG2	X81892	10149.0
HGNC:13728	ADGRG3	AY140959	222487.0
HGNC:18992	ADGRG4	AY140954	139378.0
HGNC:19010	ADGRG5	AY140956	221188.0
HGNC:13841	ADGRG6	AK027843	57211.0
HGNC:19241	ADGRG7	AK027360	84873.0
HGNC:20973	ADGRL1	AB020628	22859.0
HGNC:55309	ADGRL1-AS1		100507373.0
HGNC:18582	ADGRL2	AJ131581	23266.0
HGNC:20974	ADGRL3	AB018311	23284.0
HGNC:50604	ADGRL3-AS1		101927186.0
HGNC:20822	ADGRL4	AF192403	64123.0
HGNC:17416	ADGRV1	AB014586	84059.0
HGNC:249	ADH1A	M12963	124.0
HGNC:250	ADH1B	AF153821	125.0
HGNC:251	ADH1C	M12272	126.0
HGNC:252	ADH4	M15943	127.0
HGNC:253	ADH5	M29872	128.0
HGNC:254	ADH5P1		
HGNC:22976	ADH5P2		343296.0
HGNC:22991	ADH5P3		100131810.0
HGNC:21377	ADH5P4	AL391500	642443.0
HGNC:54523	ADH5P5		115945146.0
HGNC:255	ADH6	AK092768	130.0
HGNC:256	ADH7	X76342	131.0
HGNC:16354	ADHFE1	AK056992	137872.0
HGNC:30576	ADI1		55256.0
HGNC:52339	ADI1P1		100130936.0
HGNC:52340	ADI1P2		100288971.0
HGNC:52341	ADI1P3		100288129.0
HGNC:28606	ADIG	BC029594	149685.0
HGNC:13633	ADIPOQ	D45371	9370.0
HGNC:40648	ADIPOQ-AS1		100874095.0
HGNC:24040	ADIPOR1		51094.0
HGNC:44910	ADIPOR1P1		645220.0
HGNC:44911	ADIPOR1P2		390503.0
HGNC:24041	ADIPOR2	AY424280	79602.0
HGNC:16477	ADIR		
HGNC:24043	ADIRF	BC004471	10974.0
HGNC:45127	ADIRF-AS1	AK128041	100133190.0
HGNC:257	ADK	U50196	132.0
HGNC:258	ADL		
HGNC:259	ADM	D14874	133.0
HGNC:55516	ADM-DT		105376544.0
HGNC:28898	ADM2	AF529213	79924.0
HGNC:27293	ADM5	BC032764	199800.0
HGNC:260	ADMLX		
HGNC:261	ADMLY		
HGNC:15766	ADNP	AF250860	23394.0
HGNC:51227	ADNP-AS1		101927631.0
HGNC:23803	ADNP2	AB020670	22850.0
HGNC:23506	ADO	BC028589	84890.0
HGNC:262	ADORA1	BC026340	134.0
HGNC:263	ADORA2A	X68486	135.0
HGNC:37122	ADORA2A-AS1	AK091970	646023.0
HGNC:264	ADORA2B	M97759	136.0
HGNC:265	ADORA2BP1		137.0
HGNC:266	ADORA2L1		
HGNC:267	ADORA2L2		
HGNC:268	ADORA3	BC029831	140.0
HGNC:25250	ADPGK	AL136873	83440.0
HGNC:44144	ADPGK-AS1	AK127877	100287559.0
HGNC:269	ADPRH	L13291	141.0
HGNC:21303	ADPRHL1	AJ313429	113622.0
HGNC:30925	ADPRM	BC070155	56985.0
HGNC:21304	ADPRS	AJ427295	54936.0
HGNC:277	ADRA1A	L31774	148.0
HGNC:278	ADRA1B	L31773	147.0
HGNC:279	ADRA1C		
HGNC:280	ADRA1D	U03864	146.0
HGNC:281	ADRA2A	AF284095	150.0
HGNC:282	ADRA2B	M34041	151.0
HGNC:283	ADRA2C	AY455666	152.0
HGNC:284	ADRA2L1		
HGNC:285	ADRB1	J03019	153.0
HGNC:286	ADRB2	AF022953	154.0
HGNC:287	ADRB2RL1		
HGNC:288	ADRB3	AY487247	155.0
HGNC:15759	ADRM1	D64154	11047.0
HGNC:291	ADSL	X65867	158.0
HGNC:20093	ADSS1	AK095921	122622.0
HGNC:292	ADSS2	BC012356	159.0
HGNC:293	ADT		
HGNC:294	ADTAA		
HGNC:295	ADTAB		
HGNC:296	ADTB1		
