HGNC ID	Approved symbol	Accession numbers	entrezid
HGNC:48816	HNRNPCP4		100421828.0
HGNC:48817	HNRNPCP6		100421794.0
HGNC:48818	HNRNPCP7		100127907.0
HGNC:48819	HNRNPCP8		100131842.0
HGNC:48820	HNRNPCP9		100130196.0
HGNC:48821	HNRNPCP10		100129229.0
HGNC:5036	HNRNPD	AF026126	3184.0
HGNC:55205	HNRNPD-DT		101928963.0
HGNC:5037	HNRNPDL	D89092	9987.0
HGNC:48752	HNRNPDLP1		100128595.0
HGNC:48753	HNRNPDLP2		100128061.0
HGNC:48754	HNRNPDLP3		106481662.0
HGNC:48808	HNRNPDLP4		100421657.0
HGNC:48809	HNRNPDLP5		112351742.0
HGNC:5038	HNRNPDP1		8251.0
HGNC:48749	HNRNPDP2		106481661.0
HGNC:5039	HNRNPF		3185.0
HGNC:48812	HNRNPFP1		644449.0
HGNC:5041	HNRNPH1	BC001348	3187.0
HGNC:48751	HNRNPH1P1		100132803.0
HGNC:48810	HNRNPH1P2		100129368.0
HGNC:48811	HNRNPH1P3		402216.0
HGNC:5042	HNRNPH2	U01923	3188.0
HGNC:5043	HNRNPH3		3189.0
HGNC:48750	HNRNPH3P1		106480233.0
HGNC:5044	HNRNPK		3190.0
HGNC:56061	HNRNPK-AS1		123706516.0
HGNC:42374	HNRNPKP1		389322.0
HGNC:42375	HNRNPKP2		389053.0
HGNC:42376	HNRNPKP3		399881.0
HGNC:42377	HNRNPKP4		644063.0
HGNC:42378	HNRNPKP5		100874385.0
HGNC:5045	HNRNPL	X16135	3191.0
HGNC:25127	HNRNPLL	BC008217	92906.0
HGNC:48748	HNRNPLP1		442157.0
HGNC:48747	HNRNPLP2		644390.0
HGNC:5046	HNRNPM	L03532	4670.0
HGNC:48745	HNRNPMP1		645204.0
HGNC:48746	HNRNPMP2		390948.0
HGNC:5047	HNRNPR	AF000364	10236.0
HGNC:44907	HNRNPRP1		100125387.0
HGNC:44908	HNRNPRP2		100421354.0
HGNC:44909	HNRNPRP3		100421323.0
HGNC:5048	HNRNPU	X65488	3192.0
HGNC:27651	HNRNPU-AS1		
HGNC:17011	HNRNPUL1	AJ007509	11100.0
HGNC:25451	HNRNPUL2		221092.0
HGNC:49189	HNRNPUL2-BSCL2		100534595.0
HGNC:19931	HNRNPUP1		319134.0
HGNC:5040	HNRPG		
HGNC:5049	HOAC		
HGNC:25061	HOATZ	BC039505, AK128145	399949.0
HGNC:25155	HOGA1	BC011916	112817.0
HGNC:5050	HOKPP		
HGNC:17512	HOMER1	BC015502	9456.0
HGNC:17513	HOMER2	AF093264	9455.0
HGNC:20336	HOMER2P1		317768.0
HGNC:20334	HOMER2P2		317769.0
HGNC:17514	HOMER3	Y18894	9454.0
HGNC:53775	HOMER3-AS1		102724360.0
HGNC:20164	HOMEZ	AB037864	57594.0
HGNC:5051	HOMG		
HGNC:5052	HOMG2		
HGNC:19884	HOOK1	AF044923	51361.0
HGNC:19885	HOOK2	AF044924	29911.0
HGNC:23576	HOOK3	AK090540	84376.0
HGNC:5053	HOPS		
HGNC:24961	HOPX		84525.0
HGNC:25245	HORMAD1	AL136755	84072.0
HGNC:28383	HORMAD2	AK098703	150280.0
HGNC:50729	HORMAD2-AS1		101929664.0
HGNC:5054	HOS		
HGNC:33510	HOTAIR	DQ926657	100124700.0
HGNC:37117	HOTAIRM1		100506311.0
HGNC:37461	HOTTIP	GU724873	100316868.0
HGNC:5058	HOX1A		
HGNC:5059	HOX1B		
HGNC:5060	HOX1C		
HGNC:5061	HOX1D		
HGNC:5062	HOX1E		
HGNC:5063	HOX1F		
HGNC:5064	HOX1G		
HGNC:5065	HOX1H		
HGNC:5066	HOX1I		
HGNC:5067	HOX1J		
HGNC:5068	HOX2@		
HGNC:5069	HOX2A		
HGNC:5070	HOX2B		
HGNC:5071	HOX2C		
HGNC:5072	HOX2D		
HGNC:5073	HOX2E		
HGNC:5074	HOX2F		
HGNC:5075	HOX2G		
HGNC:5076	HOX2H		
HGNC:5077	HOX2I		
HGNC:5078	HOX3@		
HGNC:5079	HOX3A		
HGNC:5080	HOX3B		
HGNC:5081	HOX3C		
HGNC:5082	HOX3D		
HGNC:5083	HOX3E		
HGNC:5084	HOX3F		
HGNC:5085	HOX3G		
HGNC:5086	HOX3H		
HGNC:5087	HOX4@		
HGNC:5088	HOX4A		
HGNC:5089	HOX4B		
HGNC:5090	HOX4C		
HGNC:5091	HOX4D		
HGNC:5092	HOX4E		
HGNC:5093	HOX4F		
HGNC:5094	HOX4G		
HGNC:5095	HOX4H		
HGNC:5096	HOX4I		
HGNC:5097	HOX7		
HGNC:5055	HOX10		
HGNC:43745	HOXA-AS2	BC035889	285943.0
HGNC:43748	HOXA-AS3	AK091933	100133311.0
HGNC:5098	HOXA@		3197.0
HGNC:5099	HOXA1		3198.0
HGNC:5103	HOXA2		3199.0
HGNC:5104	HOXA3		3200.0
HGNC:5105	HOXA4		3201.0
HGNC:5106	HOXA5		3202.0
HGNC:5107	HOXA6		3203.0
HGNC:5108	HOXA7		3204.0
HGNC:5109	HOXA9		3205.0
HGNC:5100	HOXA10		3206.0
HGNC:40281	HOXA10-AS	AW195063, BM549446	100874323.0
HGNC:5101	HOXA11		3207.0
HGNC:24957	HOXA11-AS		221883.0
HGNC:5102	HOXA13		3209.0
HGNC:43744	HOXB-AS1	BF875734, BE676309, AI292043	100874362.0
HGNC:40284	HOXB-AS2	DA447098, BF999536	100874350.0
HGNC:40283	HOXB-AS3	BC010732	404266.0
HGNC:40285	HOXB-AS4	DB109357, AI940041	100874351.0
HGNC:5110	HOXB@		3210.0
HGNC:5111	HOXB1		3211.0
HGNC:5113	HOXB2		3212.0
HGNC:5114	HOXB3		3213.0
HGNC:5115	HOXB4		3214.0
HGNC:5116	HOXB5		3215.0
HGNC:5117	HOXB6		3216.0
HGNC:5118	HOXB7		3217.0
HGNC:5119	HOXB8		3218.0
HGNC:5120	HOXB9		3219.0
HGNC:5112	HOXB13	U57052	10481.0
HGNC:43749	HOXC-AS1	BU619815, CA429707	100874363.0
HGNC:43750	HOXC-AS2	AI935658, BF195843	100874364.0
HGNC:43751	HOXC-AS3		100874365.0
HGNC:5121	HOXC@		3220.0
HGNC:5126	HOXC4		3221.0
HGNC:5127	HOXC5		3222.0
HGNC:5128	HOXC6		3223.0
HGNC:5129	HOXC8	X99680	3224.0
HGNC:5130	HOXC9		3225.0
HGNC:5122	HOXC10		3226.0
HGNC:5123	HOXC11		3227.0
HGNC:5124	HOXC12	AF328962	3228.0
HGNC:5125	HOXC13		3229.0
HGNC:43753	HOXC13-AS	CN364530	100874366.0
HGNC:43756	HOXD-AS2	BC034000	100506783.0
HGNC:5131	HOXD@		3230.0
HGNC:5132	HOXD1		3231.0
HGNC:5137	HOXD3		3232.0
HGNC:5138	HOXD4		3233.0
HGNC:5139	HOXD8		3234.0
HGNC:5140	HOXD9		3235.0
HGNC:5133	HOXD10		3236.0
HGNC:5134	HOXD11		3237.0
HGNC:5135	HOXD12		3238.0
HGNC:5136	HOXD13	AF005219	3239.0
HGNC:5141	HP		3240.0
HGNC:24973	HP1BP3	BC053327	50809.0
HGNC:5142	HPAFP		
HGNC:5143	HPC1		
HGNC:5144	HPCA	BC001777	3208.0
HGNC:5145	HPCAL1		3241.0
HGNC:18212	HPCAL4	AB001105	51440.0
HGNC:5146	HPCX		
HGNC:5147	HPD	BC014790	3242.0
HGNC:28242	HPDL	BC007293	84842.0
HGNC:5148	HPDR		
HGNC:5149	HPE1		
HGNC:5150	HPE2		
HGNC:5151	HPE3		
HGNC:5152	HPE4		
HGNC:26051	HPF1	BC010367	54969.0
HGNC:5153	HPFH2		
HGNC:5154	HPGD		3248.0
HGNC:17890	HPGDS	D82073	27306.0
HGNC:23824	HPLH1		
HGNC:5155	HPN		3249.0
HGNC:47041	HPN-AS1		100128675.0
HGNC:37055	HPP1		
HGNC:5156	HPR	BC160066	3250.0
HGNC:5157	HPRT1	M26434	3251.0
HGNC:51622	HPRT1P1		100130067.0
HGNC:5160	HPRT1P2		3254.0
HGNC:5161	HPRT1P3		3255.0
HGNC:5158	HPRT2		
HGNC:5159	HPRTP1		
HGNC:5162	HPRTP4		
HGNC:5163	HPS1	U79136	3257.0
HGNC:56166	HPS1-AS1		101927278.0
HGNC:15597	HPS3	AY033141	84343.0
HGNC:15844	HPS4		89781.0
HGNC:17022	HPS5	AB023234	11234.0
HGNC:18817	HPS6	BC009258	79803.0
HGNC:5164	HPSE	AF144325	10855.0
HGNC:18374	HPSE2	AF282885	60495.0
HGNC:5165	HPT		
HGNC:5168	HPV6AI1	X77607	3259.0
HGNC:5166	HPV18I1		3260.0
HGNC:5167	HPV18I2	X88931, X88932	3261.0
HGNC:5169	HPVC1		
HGNC:5170	HPVE6A		
HGNC:5171	HPX	J03048	3263.0
HGNC:16071	HPYR1	AF200341	93668.0
HGNC:5172	HR	AF039196	55806.0
HGNC:5173	HRAS	AJ437024	3265.0
HGNC:5178	HRC		3270.0
HGNC:33872	HRCT1		646962.0
HGNC:5179	HRD		
HGNC:5180	HRES1	X16660	3272.0
HGNC:5181	HRG		3273.0
HGNC:55915	HRG-AS1		105374258.0
HGNC:5182	HRH1		3269.0
HGNC:5183	HRH2		3274.0
HGNC:5184	HRH3	AF140538	11255.0
HGNC:17383	HRH4	AF312230	59340.0
HGNC:5185	HRK	U76376	8739.0
HGNC:31728	HRMT1L5		
HGNC:20846	HRNR	AB104446	388697.0
HGNC:28460	HROB	AK021656	78995.0
HGNC:5189	HRP1		
HGNC:5190	HRPT1		
HGNC:55085	HRURF		120766137.0
HGNC:24979	HS1BP3		64342.0
HGNC:41474	HS1BP3-IT1		100874343.0
HGNC:5193	HS2ST1	AB007917	9653.0
HGNC:5194	HS3ST1	AF019386	9957.0
HGNC:5195	HS3ST2	AF105374	9956.0
HGNC:5196	HS3ST3A1	AF105376	9955.0
HGNC:5198	HS3ST3B1	AF105377	9953.0
HGNC:5200	HS3ST4	AF105378	9951.0
HGNC:19419	HS3ST5	AF503292	222537.0
HGNC:14178	HS3ST6		64711.0
HGNC:5201	HS6ST1	AB006179	9394.0
HGNC:31835	HS6ST1P1		388605.0
HGNC:19133	HS6ST2	AB067776	90161.0
HGNC:40870	HS6ST2-AS1		100874102.0
HGNC:19134	HS6ST3	AF539426	266722.0
HGNC:5202	HSAS1		
HGNC:5203	HSBP1	AF068754	3281.0
HGNC:37243	HSBP1L1		440498.0
HGNC:20053	HSBP1P1		326296.0
HGNC:37300	HSBP1P2		100288483.0
HGNC:5204	HSC		
HGNC:28913	HSCB	AY191719	150274.0
HGNC:5205	HSCR		
HGNC:5206	HSCR1		
HGNC:5207	HSCR2		
HGNC:5217	HSD3B1	S45679	3283.0
HGNC:5218	HSD3B2	BC038419	3284.0
HGNC:18324	HSD3B7	AF277719	80270.0
HGNC:5219	HSD3BP1		391076.0
HGNC:5220	HSD3BP2		440606.0
HGNC:5221	HSD3BP3		441900.0
HGNC:5222	HSD3BP4		128102.0
HGNC:5223	HSD3BP5		391081.0
HGNC:5208	HSD11B1	BC012593	3290.0
HGNC:54053	HSD11B1-AS1		101930114.0
HGNC:30419	HSD11B1L	AY268353	374875.0
HGNC:5209	HSD11B2	U14631	3291.0
HGNC:5210	HSD17B1		3292.0
HGNC:55314	HSD17B1-AS1		108783654.0
HGNC:5216	HSD17B1P1	U34879	643646.0
HGNC:5211	HSD17B2		3294.0
HGNC:5212	HSD17B3		3293.0
HGNC:53136	HSD17B3-AS1		105376162.0
HGNC:5213	HSD17B4		3295.0
HGNC:5214	HSD17B5		
HGNC:23316	HSD17B6	AF016509	8630.0
HGNC:5215	HSD17B7	AF098786	51478.0
HGNC:18689	HSD17B7P1	AJ297815	148818.0
HGNC:28120	HSD17B7P2		158160.0
HGNC:3554	HSD17B8	D82061	7923.0
HGNC:4800	HSD17B10	U96132	3028.0
HGNC:22960	HSD17B11	AF126780	51170.0
HGNC:18646	HSD17B12	AF078850	51144.0
HGNC:18685	HSD17B13		345275.0
HGNC:23238	HSD17B14	AF126781	51171.0
HGNC:16475	HSDL1	AF237684	83693.0
HGNC:18572	HSDL2	AY093428	84263.0
HGNC:31438	HSDL2-AS1	AK131020	100133204.0
HGNC:5224	HSF1	M64673	3297.0
HGNC:5225	HSF2	M65217	3298.0
HGNC:5226	HSF2BP	AB007131	11077.0
HGNC:5227	HSF4	D87673	3299.0
HGNC:26862	HSF5	BC033020	124535.0
HGNC:29603	HSFX1		100506164.0
HGNC:32701	HSFX2		100130086.0
HGNC:52395	HSFX3		101928917.0
HGNC:52398	HSFX4		101927685.0
HGNC:18568	HSFY1	AF332226	86614.0
HGNC:1846	HSFY1P1	AY026053	27437.0
HGNC:23950	HSFY2	AK058182	159119.0
HGNC:37119	HSFY3P		442479.0
HGNC:37721	HSFY4P		643987.0
HGNC:38789	HSFY5P		106478934.0
HGNC:38790	HSFY6P		106480722.0
HGNC:38791	HSFY7P		106478935.0
HGNC:38792	HSFY8P		106480723.0
HGNC:24920	HSH2D	AK027792	84941.0
HGNC:5230	HSN1		
HGNC:23152	HSN2		
HGNC:5253	HSP90AA1	M27024	3320.0
HGNC:5256	HSP90AA2P		3324.0
HGNC:5254	HSP90AA3P		3322.0
HGNC:5255	HSP90AA4P		3323.0
HGNC:32535	HSP90AA5P	AY956761	730211.0
HGNC:32536	HSP90AA6P	AY956762	441051.0
HGNC:5258	HSP90AB1	AF275719	3326.0
HGNC:32537	HSP90AB2P	AY956763	391634.0
HGNC:5259	HSP90AB3P	AY956764	3327.0
HGNC:32538	HSP90AB4P	AY956765	664618.0
HGNC:32539	HSP90AB5P	AY956766	442083.0
HGNC:32540	HSP90AB6P	AY956767	541611.0
HGNC:44701	HSP90AB7P		644495.0
HGNC:12028	HSP90B1	AY040226	7184.0
HGNC:12099	HSP90B2P	AY956768	7190.0
HGNC:12100	HSP90B3P	AY956769	343477.0
HGNC:5232	HSPA1A	BC002453	3303.0
HGNC:5233	HSPA1B		3304.0
HGNC:5234	HSPA1L	D85730	3305.0
HGNC:5235	HSPA2	L26336, BC001752	3306.0
HGNC:55433	HSPA2-AS1		102723809.0
HGNC:5236	HSPA3		
HGNC:5237	HSPA4	AB023420	3308.0
HGNC:17041	HSPA4L	AB023421	22824.0
HGNC:5238	HSPA5		3309.0
HGNC:55645	HSPA5-DT		107987127.0
HGNC:54532	HSPA5P1		400750.0
HGNC:5239	HSPA6		3310.0
HGNC:5240	HSPA7		3311.0
HGNC:5241	HSPA8	Y00371	3312.0
HGNC:5245	HSPA8P1	M12119	3314.0
HGNC:39806	HSPA8P2		100420133.0
HGNC:44918	HSPA8P3		100420143.0
HGNC:44919	HSPA8P4		100420028.0
HGNC:44920	HSPA8P5		399988.0
HGNC:44921	HSPA8P6		130195.0
HGNC:44922	HSPA8P7		100420080.0
HGNC:44923	HSPA8P8		100287551.0
HGNC:44924	HSPA8P9		402143.0
HGNC:44925	HSPA8P10		100420004.0
HGNC:44926	HSPA8P11		392209.0
HGNC:44927	HSPA8P12		100420038.0
HGNC:44928	HSPA8P13		106480803.0
HGNC:44929	HSPA8P14		642580.0
HGNC:44930	HSPA8P15		100420051.0
HGNC:44931	HSPA8P16		100289643.0
HGNC:44932	HSPA8P17		100533658.0
HGNC:44933	HSPA8P18		402125.0
HGNC:44935	HSPA8P19		100420049.0
HGNC:44936	HSPA8P20		100129231.0
HGNC:5244	HSPA9	L11066	3313.0
HGNC:5243	HSPA9A		
HGNC:24915	HSPA9P1		266724.0
HGNC:31733	HSPA9P2		100873903.0
HGNC:5231	HSPA10		
HGNC:19022	HSPA12A	AB007877	259217.0
HGNC:55721	HSPA12A-AS1		105378499.0
HGNC:16193	HSPA12B	AK056712	116835.0
HGNC:11375	HSPA13		6782.0
HGNC:29526	HSPA14	AF112210	51182.0
HGNC:5246	HSPB1	X54079	3315.0
HGNC:5251	HSPB1P1		653553.0
HGNC:5252	HSPB1P2		653364.0
HGNC:5247	HSPB2	U75898	3316.0
HGNC:41996	HSPB2-C11orf52		100528019.0
HGNC:5248	HSPB3	Y17782	8988.0
HGNC:26511	HSPB6	AJ278121	126393.0
HGNC:5249	HSPB7	AF155908	27129.0
HGNC:30171	HSPB8	AF191017	26353.0
HGNC:30589	HSPB9	AJ302068	94086.0
HGNC:25019	HSPB11	AF100747	51668.0
HGNC:16389	HSPBAP1	AF400663	79663.0
HGNC:5250	HSPBL1		
HGNC:24989	HSPBP1		23640.0
HGNC:5257	HSPCAL4		
HGNC:5260	HSPCP2		
HGNC:5261	HSPD1	M34664	3329.0
HGNC:35133	HSPD1P1		643300.0
HGNC:5263	HSPD1P2	M34662	645808.0
HGNC:5264	HSPD1P3	M34661	3332.0
HGNC:35146	HSPD1P4		644745.0
HGNC:5266	HSPD1P5		345041.0
HGNC:5267	HSPD1P6		645548.0
HGNC:5268	HSPD1P7		54047.0
HGNC:35145	HSPD1P8		647298.0
HGNC:35132	HSPD1P9		646910.0
HGNC:35131	HSPD1P10		644016.0
HGNC:35142	HSPD1P11		100359396.0
HGNC:35140	HSPD1P12		283320.0
HGNC:35138	HSPD1P13		100462987.0
HGNC:35143	HSPD1P14		100287140.0
HGNC:35130	HSPD1P15		646273.0
HGNC:35128	HSPD1P16		100462985.0
HGNC:35147	HSPD1P17		100462986.0
HGNC:35136	HSPD1P18		100359397.0
HGNC:38590	HSPD1P19		100463288.0
HGNC:38591	HSPD1P20		100462989.0
HGNC:38592	HSPD1P21		100462990.0
HGNC:39502	HSPD1P22		100462984.0
HGNC:5262	HSPDP1		
HGNC:5265	HSPDP4		
HGNC:5269	HSPE1	AF109872	3336.0
HGNC:49184	HSPE1-MOB4		100529241.0
HGNC:16530	HSPE1P1		140895.0
HGNC:20052	HSPE1P2		326300.0
HGNC:49322	HSPE1P3		100507046.0
HGNC:49323	HSPE1P4		100287369.0
HGNC:49324	HSPE1P5		100506000.0
HGNC:49325	HSPE1P6		106480254.0
HGNC:49327	HSPE1P7		100132346.0
HGNC:49326	HSPE1P8		100292290.0
HGNC:49328	HSPE1P9		106480255.0
HGNC:49329	HSPE1P10		100288235.0
HGNC:49330	HSPE1P11		106481673.0
HGNC:49331	HSPE1P12		100286954.0
HGNC:49332	HSPE1P13		106480256.0
HGNC:49333	HSPE1P14		106481674.0
HGNC:49335	HSPE1P15		112323207.0
HGNC:49334	HSPE1P16		171421.0
HGNC:49336	HSPE1P17		112352682.0
HGNC:49337	HSPE1P18		106480257.0
HGNC:49338	HSPE1P19		106481675.0
HGNC:49339	HSPE1P20		100288726.0
HGNC:49340	HSPE1P21		106480258.0
HGNC:49341	HSPE1P22		100289607.0
HGNC:49342	HSPE1P23		106481676.0
HGNC:49343	HSPE1P24		106480259.0
HGNC:49344	HSPE1P25		106480260.0
HGNC:49345	HSPE1P26		106481677.0
HGNC:49346	HSPE1P27		106480261.0
HGNC:49347	HSPE1P28		171420.0
HGNC:5272	HSPG1		
HGNC:5273	HSPG2	M85289	3339.0
HGNC:16969	HSPH1	AB003333	10808.0
HGNC:34233	HSR1		
HGNC:5274	HSST		
HGNC:16637	HTATIP2	AF039103	10553.0
HGNC:5276	HTATSF1	U76992	27336.0
HGNC:13959	HTATSF1P1		387039.0
HGNC:38586	HTATSF1P2		401233.0
HGNC:5277	HTC1		
HGNC:5278	HTC2		
HGNC:53111	HTD2		109703458.0
HGNC:5279	HTK		
HGNC:5280	HTL		
HGNC:5282	HTLVR		
HGNC:5283	HTN1		3346.0
HGNC:5284	HTN3		3347.0
HGNC:5285	HTOR		3349.0
HGNC:5286	HTR1A	AF498978	3350.0
HGNC:5287	HTR1B	BC069065	3351.0
HGNC:5288	HTR1C		
HGNC:5289	HTR1D	M89955	3352.0
HGNC:5290	HTR1DP1		100421479.0
HGNC:5291	HTR1E		3354.0
HGNC:5292	HTR1F	L05597	3355.0
HGNC:5293	HTR2A	X57830	3356.0
HGNC:40289	HTR2A-AS1		100874082.0
HGNC:5294	HTR2B		3357.0
HGNC:5295	HTR2C		3358.0
HGNC:41344	HTR2C-IT1		
HGNC:5296	HTR3		
HGNC:5297	HTR3A	D49394	3359.0
HGNC:5298	HTR3B	AF080582	9177.0
HGNC:24003	HTR3C	AF459285	170572.0
HGNC:53986	HTR3C2P		389180.0
HGNC:24004	HTR3D	AY159812	200909.0
HGNC:24005	HTR3E	AY159813	285242.0
HGNC:41032	HTR3E-AS1		106478970.0
HGNC:5299	HTR4	Y08756	3360.0
HGNC:41345	HTR4-IT1		
HGNC:5300	HTR5A		3361.0
HGNC:48956	HTR5A-AS1	BC031272, BC045795	100128264.0
HGNC:16291	HTR5BP	AB065453	645694.0
HGNC:5301	HTR6	L41147	3362.0
HGNC:5302	HTR7	BC047526	3363.0
HGNC:30411	HTR7P1	U86813	93164.0
HGNC:9476	HTRA1	AF097709	5654.0
HGNC:14348	HTRA2		27429.0
HGNC:30406	HTRA3	AY040094	94031.0
HGNC:26909	HTRA4	AK075205	203100.0
HGNC:5303	HTRL		
HGNC:5304	HTT		
HGNC:4851	HTT	L12392	3064.0
HGNC:37118	HTT-AS		100750326.0
HGNC:5305	HTX1		
HGNC:5306	HTX2		
HGNC:5307	HUD		
HGNC:34232	HULC		728655.0
HGNC:13326	HUNK	AJ271722	30811.0
HGNC:40631	HUNK-AS1	CD689785	106144524.0
HGNC:5308	HUR		
HGNC:5309	HUS1	Y16893	3364.0
HGNC:16485	HUS1B	AF508547	135458.0
HGNC:30892	HUWE1	AB071605	10075.0
HGNC:5310	HV1S		
HGNC:5311	HVBS1		
HGNC:5312	HVBS4		
HGNC:5313	HVBS6		
HGNC:5314	HVBS7		3369.0
HGNC:5315	HVBS8	M23190	3370.0
HGNC:28240	HVCN1	BC007277	84329.0
HGNC:5316	HVEB		
HGNC:5317	HVEC		
HGNC:5319	HY		
HGNC:5320	HYAL1	U90094	3373.0
HGNC:5321	HYAL2	AJ000099	8692.0
HGNC:5322	HYAL3	AF040710	8372.0
HGNC:5323	HYAL4	AF009010	23553.0
HGNC:5324	HYAL6P	AF149304	26062.0
HGNC:13822	HYD2		
HGNC:19368	HYDIN	AK074472	54768.0
HGNC:33129	HYDIN2	AB058767	100288805.0
HGNC:26948	HYI		81888.0
HGNC:41173	HYI-AS1		100873923.0
HGNC:34403	HYKK	BC132753, BC144383, BM045979	123688.0
HGNC:5325	HYKPP		
HGNC:26558	HYLS1	AK057477	219844.0
HGNC:5326	HYMAI	AF241534	57061.0
HGNC:16931	HYOU1	U65785	10525.0
HGNC:5327	HYP		
HGNC:18418	HYPK	AF049613	25764.0
HGNC:5328	HYRC1		
HGNC:27696	IAH1	BC111025	285148.0
HGNC:5329	IAPP		3375.0
HGNC:5330	IARS1	AB209234	3376.0
HGNC:29685	IARS2	AK022665	55699.0
HGNC:50474	IARS2P1		642461.0
HGNC:53719	IATPR		101929447.0
HGNC:27302	IBA57	AK022796	200205.0
HGNC:32062	IBA57-DT	AK057440	574432.0
HGNC:5332	IBD2		
HGNC:13863	IBD3		
HGNC:5333	IBD4		
HGNC:5334	IBD5		
HGNC:5335	IBD6		
HGNC:14242	IBD7		
HGNC:20235	IBD8		
HGNC:20236	IBD9		
HGNC:5336	IBGC1		
HGNC:5337	IBM2		
HGNC:5338	IBM3		
HGNC:5339	IBP1		
HGNC:5340	IBP2		
HGNC:5341	IBSP		3381.0
HGNC:17853	IBTK	AF235049	25998.0
HGNC:31672	IBTKP1		100127883.0
HGNC:5342	IC1		
HGNC:5343	ICA1		3382.0
HGNC:55606	ICA1-AS1		100505938.0
HGNC:14442	ICA1L	AB053317	130026.0
HGNC:5344	ICAM1		3383.0
HGNC:5345	ICAM2		3384.0
HGNC:5346	ICAM3		3385.0
HGNC:5347	ICAM4	X93093	3386.0
HGNC:55990	ICAM4-AS1		123706506.0
HGNC:5348	ICAM5	U72671	7087.0
HGNC:5349	ICCA		
HGNC:29154	ICE1		23379.0
HGNC:29885	ICE2	BC013684	79664.0
HGNC:48856	ICE2P1		644491.0
HGNC:48857	ICE2P2		728432.0
HGNC:5350	ICMT	AF064084	23463.0
HGNC:28620	ICMT-DT	BC030279	148645.0
HGNC:5351	ICOS	AB023135	29851.0
HGNC:17087	ICOSLG	AB014553	23308.0
HGNC:5352	ICR1		
HGNC:5353	ICR2B		
HGNC:5354	ICR3		
HGNC:5355	ICR4		
HGNC:5356	ICR5		
HGNC:5357	ICS1		
HGNC:5360	ID1		3397.0
HGNC:5361	ID2		3398.0
HGNC:51103	ID2-AS1		100506299.0
HGNC:30656	ID2B	M96843	84099.0
HGNC:5362	ID3	X69111	3399.0
HGNC:5363	ID4	U16153	3400.0
HGNC:5373	IDDM2		
HGNC:5374	IDDM3		
HGNC:5375	IDDM4		
HGNC:5376	IDDM5		
HGNC:5377	IDDM6		
HGNC:5378	IDDM7		
HGNC:5379	IDDM8		
HGNC:5380	IDDM9		
HGNC:5364	IDDM10		
HGNC:5365	IDDM11		
HGNC:5366	IDDM12		
HGNC:5367	IDDM13		
HGNC:5368	IDDM14		
HGNC:5369	IDDM15		
HGNC:5370	IDDM16		
HGNC:5371	IDDM17		
HGNC:5372	IDDM18		
HGNC:5381	IDE	M21188	3416.0
HGNC:5382	IDH1		3417.0
HGNC:40292	IDH1-AS1	AI492612, BE465811	100507475.0
HGNC:5383	IDH2		3418.0
HGNC:53154	IDH2-DT		105370966.0
HGNC:5384	IDH3A		3419.0
HGNC:5385	IDH3B		3420.0
HGNC:55798	IDH3B-DT		122152330.0
HGNC:5386	IDH3G		3421.0
HGNC:5387	IDI1	BC006999	3422.0
HGNC:54666	IDI1P1		647002.0
HGNC:54667	IDI1P2		100130299.0
HGNC:54668	IDI1P3		100421361.0
HGNC:23487	IDI2	AF271725	91734.0
HGNC:30885	IDI2-AS1	AF220183	55853.0
HGNC:31367	IDNK	BC036421	414328.0
HGNC:5388	IDO		
HGNC:6059	IDO1	M34455	3620.0
HGNC:27269	IDO2	AK128691	169355.0
HGNC:5389	IDS	M58342	3423.0
HGNC:5390	IDSP1	L36846	3424.0
HGNC:5391	IDUA	M74715	3425.0
HGNC:28871	IER2	M62831	9592.0
HGNC:5392	IER3	AF083421	8870.0
HGNC:53629	IER3-AS1		105379695.0
HGNC:18550	IER3IP1	AF371963	51124.0
HGNC:5393	IER5	BC000128	51278.0
HGNC:23679	IER5L	BC013070	389792.0
HGNC:55825	IER5L-AS1		105376290.0
HGNC:24970	IFFO1	AF124432	25900.0
HGNC:27006	IFFO2	AK024480, AL080251	126917.0
HGNC:5400	IFI4		
HGNC:4054	IFI6	BC015603	2537.0
HGNC:5395	IFI16	M63838	3428.0
HGNC:5396	IFI17		
HGNC:5397	IFI27	X67325	3429.0
HGNC:19754	IFI27L1	BC015423	122509.0
HGNC:19753	IFI27L2	AF208232	83982.0
HGNC:5398	IFI30	J03909	10437.0
HGNC:5399	IFI35	BC001356	3430.0
HGNC:16938	IFI44	D28915	10561.0
HGNC:17817	IFI44L	AB000115	10964.0
HGNC:5402	IFI53		
HGNC:5403	IFI54		
HGNC:5404	IFI56		
HGNC:5405	IFI56P		
HGNC:5406	IFI75		
HGNC:18873	IFIH1	AF095844	64135.0
HGNC:5407	IFIT1	M24594	3434.0
HGNC:23442	IFIT1B		439996.0
HGNC:5408	IFIT1P1	AF196987	8373.0
HGNC:5409	IFIT2	M14660	3433.0
HGNC:5411	IFIT3	U52513	3437.0
HGNC:13328	IFIT5	U34605	24138.0
HGNC:38020	IFIT6P		100128465.0
HGNC:5412	IFITM1	J04164	8519.0
HGNC:5413	IFITM2	X57351	10581.0
HGNC:5414	IFITM3	X57352	10410.0
HGNC:54538	IFITM3P1		728048.0
HGNC:54539	IFITM3P2		144383.0
HGNC:54541	IFITM3P3		100101247.0
HGNC:54542	IFITM3P4		442309.0
